기준년월,지역코드,통합시군구코드,지원센터코드,기부자구분코드,기부사업장종류코드,기부자명,기부금액,기부건수,기부자수
201601,부산,03000013,S02501,기업(개인사업자),"식품 도,소매업",신정푸드(주),3360000,1,1
201601,부산,03000013,S02501,기업(개인사업자),"식품제조,가공업",팔구어묵,65000,6,1
201601,부산,03000013,S02501,기업(개인사업자),"식품 도,소매업",코카콜라음료 주식회사,13533263,1,1
201601,부산,03000013,S02501,기업(개인사업자),"식품 도,소매업",농업회사법인주식회사 한파밍,480000,1,1
201601,부산,03000013,S02501,기업(개인사업자),"식품제조,가공업",아태물류,2500000,1,1
201601,부산,03000013,S02501,기업(개인사업자),"식품제조,가공업",코스마미,10848000,3,1
201601,부산,03000013,S02501,기업(개인사업자),"즉석판매,제조가공업",파리크라상(주)범일베이킹T/C,4394800,2,1
201601,부산,03000013,S02501,기업(개인사업자),"즉석판매,제조가공업",파리크라상(주)범일베이킹B/C,10973520,2,1
201601,부산,03000013,S02501,기업(개인사업자),"즉석판매,제조가공업",파리크라상(주) 연산베이킹,28444300,2,1
201601,부산,03000013,S02501,기업(개인사업자),"즉석판매,제조가공업",파리바게뜨(서면태화점),6154900,2,1
201601,부산,03000013,S02501,기업(개인사업자),"즉석판매,제조가공업",비알코리아(던킨도너츠 김해공장),15063531,2,1
201601,부산,03000013,S02501,기업(개인사업자),"식품 도,소매업",주)코스트코코리아,16790000,2,1
201601,부산,03000013,S02501,기업(개인사업자),"식품 도,소매업",이마트트레이더스 서면점,625540,1,1
201601,부산,03000013,S02501,기업(개인사업자),"식품 도,소매업",고고커피,356400,1,1
201601,부산,03000001,S02601,개인,"식품 도,소매업",개인기부자,681800,4,1
201601,부산,03000001,S02601,기업(개인사업자),"즉석판매,제조가공업",파리바게뜨 대청점,1499540,27,1
201601,부산,03000001,S02601,기업(개인사업자),"즉석판매,제조가공업",파리바게뜨 남포점,1932500,19,1
201601,부산,03000001,S02601,기업(개인사업자),"식품제조,가공업",파리바게뜨 중앙역점,183200,4,1
201601,부산,03000001,S02601,기업(개인사업자),"즉석판매,제조가공업",파리바게뜨 광복점,775700,10,1
201601,부산,03000001,S02601,기업(개인사업자),"식품제조,가공업",프랑가스트,10615000,27,1
201601,부산,03000001,S02601,단체,"즉석판매,제조가공업",파리바게뜨 자갈치점,327500,8,1
201601,부산,03000002,S02701,기업(개인사업자),"식품 도,소매업",파리바게트 부산역사점,6059800,7,1
201601,부산,03000002,S02701,기업(개인사업자),"식품제조,가공업",파리바게트 아미동점,694900,6,1
201601,부산,03000002,S02701,기업(개인사업자),"식품제조,가공업",시민제과,313600,1,1
201601,부산,03000002,S02701,기업(개인사업자),"식품제조,가공업",비비큐대신점,306000,1,1
201601,부산,03000002,S02701,단체,"즉석판매,제조가공업",파리바게트(동대신점),1373100,6,1
201601,부산,03000002,S02701,기업(개인사업자),식품 접객업,송도파리바게트,113000,2,1
201601,부산,03000002,S02701,기업(개인사업자),식품 접객업,새벽찬,190080,1,1
201601,부산,03000002,S02701,기업(개인사업자),"식품 도,소매업",파리바게트 충무동점,571700,7,1
201601,부산,03000003,S02801,기업(개인사업자),"식품제조,가공업",수입과자(지중해상사),8400000,1,1
201601,부산,03000003,S02801,기업(개인사업자),"식품제조,가공업",팡도르 제과점,1298500,7,1
201601,부산,03000003,S02801,기업(개인사업자),"즉석판매,제조가공업",파리바게뜨 부산범냇골점,1629100,23,1
201601,부산,03000003,S02801,단체,"즉석판매,제조가공업",(주) 롯데리아 크리스피크림 서면점,520106,25,1
201601,부산,03000003,S02801,단체,"즉석판매,제조가공업",루반도르 제과점,956000,10,1
201601,부산,03000003,S02801,개인,"즉석판매,제조가공업",개인기부자,430300,19,1
201601,부산,03000003,S02801,기업(개인사업자),"식품제조,가공업",뚜레쥬르 부산진역점,389000,5,1
201601,부산,03000003,S02801,기업(개인사업자),"식품제조,가공업",(주)KT에스테이트,466300,14,1
201601,부산,03000003,S02801,기업(개인사업자),"식품제조,가공업",임준희(파리바게뜨 금융단지점),4769200,31,1
201601,부산,03000004,S02901,기업(개인사업자),"즉석판매,제조가공업",(주)롯데리아크리스피크림부산롯데광복점,504639,4,1
201601,부산,03000004,S02901,기업(개인사업자),"식품제조,가공업",던킨도너츠(동삼점),1270200,6,1
201601,부산,03000004,S02901,기업(개인사업자),"식품제조,가공업",서울떡집,1200000,4,1
201601,부산,03000004,S02901,기업(개인사업자),"식품제조,가공업",파리바게뜨 동삼점,1101600,1,1
201601,부산,03000004,S02901,기업(개인사업자),"즉석판매,제조가공업",OPS,168800,1,1
201601,부산,03000004,S02901,기업(개인사업자),"즉석판매,제조가공업",파리바게뜨 영도남항점,2055100,3,1
201601,부산,03000004,S02901,기업(개인사업자),"식품 도,소매업",떡보의하루 영도중구점,330000,1,1
201601,부산,03000004,S02901,기업(개인사업자),집단 급식소,(주)디앤티토탈서비스,5150000,1,1
201601,부산,03000004,S02901,단체,집단 급식소,부산체육고등학교,2740000,2,1
201601,부산,03000005,S03001,기업(개인사업자),"식품제조,가공업",신동석베이커리,1122100,1,1
201601,부산,03000005,S03001,기업(개인사업자),"식품제조,가공업",뚜레쥬르 서면점,3146749,2,1
201601,부산,03000005,S03001,기업(개인사업자),"식품제조,가공업",코코로베이커리,9159300,1,1
201601,부산,03000005,S03001,기업(개인사업자),"식품제조,가공업",파리바게트 서면 1번가점,33500,1,1
201601,부산,03000005,S03001,기업(개인사업자),"식품제조,가공업",파리바게트 초읍대공원점,1423200,1,1
201601,부산,03000005,S03001,기업(개인사업자),"식품제조,가공업",프레제 연지점,42700,1,1
201601,부산,03000005,S03001,기업(개인사업자),"즉석판매,제조가공업",겐츠베이커리,1390700,1,1
201601,부산,03000006,S03101,단체,"즉석판매,제조가공업",블랑제리오감,99600,2,1
201601,부산,03000006,S03101,기업(개인사업자),"식품제조,가공업",GS25명륜중앙점,105000,1,1
201601,부산,03000006,S03101,기업(개인사업자),"식품제조,가공업",권영한(파바온천스카이),30400,1,1
201601,부산,03000006,S03101,기업(개인사업자),"식품제조,가공업",드오네뜨,1324165,1,1
201601,부산,03000006,S03101,기업(개인사업자),"식품제조,가공업",박성룡과자점,65200,1,1
201601,부산,03000006,S03101,기업(개인사업자),"식품제조,가공업",빚은 부산수안역점,355900,2,1
201601,부산,03000006,S03101,기업(개인사업자),"식품제조,가공업",빵장수단팥빵정관점,5034000,8,1
201601,부산,03000006,S03101,기업(개인사업자),"식품제조,가공업",초코사이비,1116000,1,1
201601,부산,03000006,S03101,기업(개인사업자),"식품제조,가공업",충렬상사,1260000,2,1
201601,부산,03000006,S03101,기업(개인사업자),"식품제조,가공업",코숑과자점(명륜점),860500,2,1
201601,부산,03000006,S03101,기업(개인사업자),"식품제조,가공업",코숑과자점(안락점),963300,2,1
201601,부산,03000006,S03101,기업(개인사업자),"식품제조,가공업",파리바게뜨(동래역점),1088700,2,1
201601,부산,03000006,S03101,기업(개인사업자),"식품제조,가공업",파리바게트명륜점,398700,2,1
201601,부산,03000006,S03101,기업(개인사업자),"식품제조,가공업",한아름푸드,1025000,2,1
201601,부산,03000006,S03101,단체,"식품제조,가공업",복떡방,102000,2,1
201601,부산,03000006,S03101,단체,"즉석판매,제조가공업",마르메종과자점,171000,2,1
201601,부산,03000007,S03201,기업(개인사업자),"즉석판매,제조가공업",코트도르,1422000,14,1
201601,부산,03000007,S03201,기업(개인사업자),"즉석판매,제조가공업",이흥용과자점,6196700,31,1
201601,부산,03000007,S03201,기업(개인사업자),"즉석판매,제조가공업",빵굽는사람들(하나로),570500,12,1
201601,부산,03000007,S03201,기업(개인사업자),"즉석판매,제조가공업",메츠과자점,552000,11,1
201601,부산,03000007,S03201,기업(개인사업자),"즉석판매,제조가공업",LG메트로시티 파리바게뜨,1366100,26,1
201601,부산,03000007,S03201,단체,"식품 도,소매업",자연드림,22950,1,1
201601,부산,03000007,S03201,단체,"즉석판매,제조가공업",파리바게트 경성대점,4167100,31,1
201601,부산,03000007,S03201,기업(개인사업자),"식품 도,소매업",동명식육식당,700000,1,1
201601,부산,03000007,S03201,기업(개인사업자),"즉석판매,제조가공업",플라잉스콘,925000,19,1
201601,부산,03000007,S03201,기업(개인사업자),"즉석판매,제조가공업",파리바게트 성모점,775900,20,1
201601,부산,03000007,S03201,기업(개인사업자),"즉석판매,제조가공업",파리바게트 대연혁신점,243500,12,1
201601,부산,03000007,S03201,기업(개인사업자),"즉석판매,제조가공업",파리바게트 대연점,705700,15,1
201601,부산,03000008,S03301,단체,"식품제조,가공업",래심,1269100,29,1
201601,부산,03000008,S03301,단체,"즉석판매,제조가공업",뚜레쥬르(덕천점),1473400,16,1
201601,부산,03000008,S03301,단체,"즉석판매,제조가공업",파리바게트(덕천점)직영,7040700,33,1
201601,부산,03000008,S03301,단체,"즉석판매,제조가공업",파리바게트(신만덕점)강병민,797000,21,1
201601,부산,03000008,S03301,기업(개인사업자),"식품제조,가공업",프레제(화명점),621000,18,1
201601,부산,03000008,S03301,기업(개인사업자),"식품제조,가공업",잇브레드(연산자이),1223100,28,1
201601,부산,03000008,S03301,기업(개인사업자),"식품제조,가공업",미니크로아프레,1199600,19,1
201601,부산,03000008,S03301,기업(개인사업자),"식품제조,가공업",마비스 커피,719800,16,1
201601,부산,03000008,S03301,기업(개인사업자),"식품제조,가공업",더브레드(신만덕),120000,3,1
201601,부산,03000008,S03301,기업(개인사업자),"식품제조,가공업",GS슈퍼(만덕백양),305166,18,1
201601,부산,03000008,S03301,단체,"즉석판매,제조가공업",파리바게트(화명대림점)박태숙,1137000,18,1
201601,부산,03000008,S03301,단체,"즉석판매,제조가공업",파리바게트화명율리점(박태숙),906100,17,1
201601,부산,03000008,S03301,개인,"식품제조,가공업",개인기부자,1000000,1,1
201601,부산,03000008,S03301,기업(개인사업자),"식품제조,가공업",(주) 오뚜기,470118,9,1
201601,부산,03000008,S03301,기업(개인사업자),"즉석판매,제조가공업",앙브와즈 (최미화),1200600,20,1
201601,부산,03000008,S03301,기업(개인사업자),"즉석판매,제조가공업",자연드림 화명점,308250,16,1
201601,부산,03000008,S03301,기업(개인사업자),"즉석판매,제조가공업",파리바게뜨화명도시그린점,1242100,35,1
201601,부산,03000008,S03301,기업(개인사업자),"식품 도,소매업",보성상회,2520000,1,1
201601,부산,03000009,S03401,기업(개인사업자),"즉석판매,제조가공업",프럼 준,661500,9,1
201601,부산,03000009,S03401,기업(개인사업자),"식품제조,가공업",데일리팡,1735600,1,1
201601,부산,03000009,S03401,기업(개인사업자),"식품제조,가공업",뚜레쥬르 반여점,760200,18,1
201601,부산,03000009,S03401,기업(개인사업자),"식품제조,가공업",뚜레쥬르 장산역점,2500693,31,1
201601,부산,03000009,S03401,기업(개인사업자),"식품제조,가공업",베이킹타임 재송점,1107300,13,1
201601,부산,03000009,S03401,기업(개인사업자),"식품제조,가공업",브라운커널 해운대점,297000,4,1
201601,부산,03000009,S03401,기업(개인사업자),"식품제조,가공업",브리오슈도레 해운대점,1663600,8,1
201601,부산,03000009,S03401,기업(개인사업자),"식품제조,가공업",빵장수단팥빵,2031000,17,1
201601,부산,03000009,S03401,기업(개인사업자),"식품제조,가공업",스프레드,1922000,21,1
201601,부산,03000009,S03401,기업(개인사업자),"식품제조,가공업",파리바게트 재송점,2650100,20,1
201601,부산,03000009,S03401,기업(개인사업자),"식품제조,가공업",파리바게트 해운대수비점,1044100,22,1
201601,부산,03000009,S03401,기업(개인사업자),"즉석판매,제조가공업",그랑제리 마린시티점,3527600,26,1
201601,부산,03000009,S03401,기업(개인사업자),"즉석판매,제조가공업",파리바게뜨 장산점,641000,3,1
201601,부산,03000009,S03401,기업(개인사업자),"즉석판매,제조가공업",파리바게뜨 해운대센텀점,256600,9,1
201601,부산,03000009,S03401,기업(개인사업자),"즉석판매,제조가공업",파리바게트 마린점,1675600,17,1
201601,부산,03000009,S03401,기업(개인사업자),"즉석판매,제조가공업",파리바게트 반여점,853900,18,1
201601,부산,03000009,S03401,기업(개인사업자),"식품 도,소매업",자연드림 좌동점,858000,12,1
201601,부산,03000009,S03401,단체,"식품제조,가공업",라메종드쇼콜라,240000,5,1
201601,부산,03000009,S03401,단체,"식품제조,가공업",롤링핀 센텀점,1140800,12,1
201601,부산,03000009,S03401,단체,"식품제조,가공업",윤베이커리,1550500,17,1
201601,부산,03000009,S03401,단체,"식품제조,가공업",파리바게트 장산현대점,3231450,31,1
201601,부산,03000009,S03401,단체,"즉석판매,제조가공업",파리바게뜨 좌동,1828200,26,1
201601,부산,03000009,S03401,단체,"식품 도,소매업",파티세리 곽,635000,24,1
201601,부산,03000010,S03501,기업(개인사업자),"즉석판매,제조가공업",(X)파리바게트 다대롯데점,132100,7,1
201601,부산,03000010,S03501,기업(개인사업자),식품 접객업,빵내음가득한오후,1269800,17,1
201601,부산,03000010,S03501,기업(개인사업자),"즉석판매,제조가공업",호산나떡향기,100000,1,1
201601,부산,03000010,S03501,기업(개인사업자),"즉석판매,제조가공업",파리파게뜨다대현대점,591300,18,1
201601,부산,03000010,S03501,기업(개인사업자),"즉석판매,제조가공업",파리바게트(동아대점),835900,20,1
201601,부산,03000010,S03501,기업(개인사업자),"즉석판매,제조가공업",파리바게뜨장림시장점,91000,9,1
201601,부산,03000010,S03501,기업(개인사업자),"즉석판매,제조가공업",파리바게뜨 몰운대점,425700,17,1
201601,부산,03000010,S03501,기업(개인사업자),"즉석판매,제조가공업",앙또르 과자점,1588200,12,1
201601,부산,03000010,S03501,기업(개인사업자),"식품제조,가공업",키다리아저씨,265300,10,1
201601,부산,03000010,S03501,단체,"즉석판매,제조가공업",파리바게뜨 괴정 동양점,1076900,19,1
201601,부산,03000010,S03501,단체,"즉석판매,제조가공업",파리바게뜨다대본동점,205500,12,1
201601,부산,03000010,S03501,단체,"즉석판매,제조가공업",파리바게뜨 하단오거리점,452300,8,1
201601,부산,03000010,S03501,단체,"즉석판매,제조가공업",파리바게뜨 하단역점,12500,2,1
201601,부산,03000010,S03501,단체,"즉석판매,제조가공업",파리바게뜨 당리사거리점(입력하지 말것),478100,17,1
201601,부산,03000010,S03501,기업(개인사업자),"식품제조,가공업",CJ제일제당,8100000,3,1
201601,부산,03000010,S03501,기업(개인사업자),"식품제조,가공업",대광F&C,2718000,1,1
201601,부산,03000010,S03501,기업(개인사업자),"식품제조,가공업",파리바게뜨(사하점),983200,20,1
201601,부산,03000011,S03601,기업(개인사업자),"식품제조,가공업",살롱드보네,3669600,24,1
201601,부산,03000011,S03601,기업(개인사업자),"식품제조,가공업",이흥용 과자점,3867500,24,1
201601,부산,03000011,S03601,기업(개인사업자),"식품제조,가공업",파리바게뜨 구서역점,695700,5,1
201601,부산,03000011,S03601,기업(개인사업자),"식품제조,가공업",파리바게트 부산대역앞점,56700,1,1
201601,부산,03000011,S03601,기업(개인사업자),"즉석판매,제조가공업",파리바게트 범어사점,1229900,20,1
201601,부산,03000011,S03601,기업(개인사업자),"식품 도,소매업",(주)지에스리테일 남산점,1297547,23,1
201601,부산,03000011,S03601,기업(개인사업자),"식품 도,소매업",(주)쿱스토어 부산 구서점(0017),89850,1,1
201601,부산,03000011,S03601,단체,"식품제조,가공업",더브레드,356900,8,1
201601,부산,03000011,S03601,기업(개인사업자),"식품제조,가공업",던킨도너츠 금정롯데마트,151900,5,1
201601,부산,03000011,S03601,기업(개인사업자),"식품제조,가공업",뚜레쥬르부산대푸르지오점,452000,9,1
201601,부산,03000011,S03601,기업(개인사업자),"식품제조,가공업",빵뺑팡,1851000,18,1
201601,부산,03000012,S03701,기업(개인사업자),기타,크리스피크림부산명지점,626002,7,1
201601,부산,03000012,S03701,기업(개인사업자),"식품 도,소매업",자연드림,58100,3,1
201601,부산,03000012,S03701,기업(개인사업자),"식품 도,소매업",빵굽는남자,257728,4,1
201601,부산,03000012,S03701,기업(개인사업자),"식품제조,가공업",(주)영산레저개발 던킨도너츠,822900,8,1
201601,부산,03000012,S03701,기업(개인사업자),"식품제조,가공업",(주) 롯데리아-크리스피크림도넛 하단,335532,17,1
201601,부산,03000012,S03701,기업(개인사업자),기타,파리바게트 명지퀸덤점(2015),1489400,20,1
201601,부산,03000013,S03801,기업(개인사업자),"식품제조,가공업",더브레드,1126700,1,1
201601,부산,03000013,S03801,기업(개인사업자),"식품제조,가공업",이흥용과자점,3364000,1,1
201601,부산,03000013,S03801,기업(개인사업자),"식품제조,가공업",파리바게뜨 거제시장점,631500,1,1
201601,부산,03000013,S03801,기업(개인사업자),"식품제조,가공업",파리바게트(연동점),1913000,1,1
201601,부산,03000013,S03801,기업(개인사업자),"식품제조,가공업",빠리장제과점,388800,1,1
201601,부산,03000013,S03801,기업(개인사업자),"식품 도,소매업",그린에프,306240,1,1
201601,부산,03000013,S03801,기업(개인사업자),식품 접객업,파리바게트 부산시청점,476200,1,1
201601,부산,03000013,S03801,개인,"식품제조,가공업",개인기부자,1891200,2,2
201601,부산,03000013,S03801,개인,식품 접객업,개인기부자,549600,2,2
201601,부산,03000013,S03801,기업(개인사업자),"식품제조,가공업",파리바게뜨(연산연일),904400,1,1
201601,부산,03000013,S03801,기업(개인사업자),"식품제조,가공업",파리바게트 교대점,168500,1,1
201601,부산,03000013,S03801,기업(개인사업자),"식품제조,가공업",파리바게트 신리삼거리점,524400,1,1
201601,부산,03000015,S04001,기업(개인사업자),"식품제조,가공업",파리바게트구덕우성점,138800,6,1
201601,부산,03000015,S04001,단체,기타,엄궁농산물검역센터,290000,4,1
201601,부산,03000015,S04001,기업(개인사업자),"식품 도,소매업",뚜레쥬르 부산사상터미널점,1424300,20,1
201601,부산,03000015,S04001,기업(개인사업자),"즉석판매,제조가공업",파리바게트주례점,295300,15,1
201601,부산,03000015,S04001,기업(개인사업자),"즉석판매,제조가공업",파리바게트엄궁점,15000,1,1
201601,부산,03000015,S04001,기업(개인사업자),"즉석판매,제조가공업",파리바게트(한신괘법),540000,15,1
201601,부산,03000015,S04001,기업(개인사업자),"즉석판매,제조가공업",파리바게뜨부산사상터미널점,293600,19,1
201601,부산,03000015,S04001,기업(개인사업자),"식품제조,가공업",주례유엔아이점,460000,14,1
201601,부산,03000015,S04001,기업(개인사업자),"식품제조,가공업",김충호 과자점,1572800,20,1
201601,부산,03000100,S04101,기업(개인사업자),"식품제조,가공업",이지단팥빵,33000,6,1
201601,부산,03000100,S04101,기업(개인사업자),"식품제조,가공업",마루베이커리,543900,13,1
201601,부산,03000100,S04101,개인,기타,개인기부자,587400,13,1
201601,부산,03000100,S04101,개인,"식품제조,가공업",개인기부자,58200,2,1
201601,부산,03000100,S04101,기업(개인사업자),"식품 도,소매업",교리파리바게뜨,376900,9,1
201601,부산,03000100,S04101,기업(개인사업자),"식품제조,가공업",자연드림,131400,1,1
201601,부산,03000006,S40001,기업(개인사업자),기타,코코로브레드,2554400,7,1
201601,부산,03000006,S40001,기업(개인사업자),"식품 도,소매업",(주)오뚜기,2503496,2,1
201601,부산,03000006,S40001,단체,기타,롯데삼동복지재단,4998700,9,1
201601,부산,03000006,S40001,단체,"식품 도,소매업",유창상사,1503650,1,1
201601,부산,03000006,S40001,단체,"식품 도,소매업",동부청과(주),120000,1,1
201601,부산,03000008,S40101,기업(개인사업자),"식품제조,가공업",북부산상사,2108929,38,1
201601,부산,03000008,S40101,기업(개인사업자),"식품제조,가공업",커브스코리아 화명점,0,29,1
201601,부산,03000009,S40201,단체,"식품제조,가공업",(주)동부청과,120000,1,1
201601,부산,03000009,S40201,단체,기타,해운대종합사회복지관,837000,9,1
201601,부산,03000009,S40201,기업(개인사업자),"식품 도,소매업",BBINNOVATION(비비),1035000,1,1
201601,부산,03000009,S40201,기업(개인사업자),"식품제조,가공업",데일리팡,1077700,1,1
201601,부산,03000009,S40201,기업(개인사업자),"식품제조,가공업",(주)오뚜기,5945220,383,1
201601,부산,03000009,S40201,단체,"식품제조,가공업",롯데삼동복지재단,4999780,10,1
201601,부산,03000009,S40201,단체,"식품제조,가공업",부산중앙청과,350000,1,1
201601,부산,03000002,S40301,개인,기타,개인기부자,116826,1,1
201601,부산,03000002,S40301,기업(개인사업자),"식품제조,가공업",해비치제과점,949000,7,1
201601,부산,03000002,S40301,기업(개인사업자),"식품제조,가공업",(주)준인더스트리,10440000,1,1
201601,부산,03000002,S40301,단체,기타,(사)사랑의띠잇기,38800,1,1
201601,부산,03000002,S40301,단체,"식품 도,소매업",부산청과(주),346000,7,1
201601,부산,03000002,S40301,기업(개인사업자),기타,세광,27600000,1,1
201601,부산,03000002,S40301,기업(개인사업자),"식품 도,소매업",태성무역,2888028,1,1
201601,부산,03000007,S48201,기업(개인사업자),"즉석판매,제조가공업",더브레드,318600,5,1
201601,부산,03000007,S48201,개인,"식품제조,가공업",개인기부자,36000,1,1
201601,부산,03000007,S48201,기업(개인사업자),"즉석판매,제조가공업",빵장수단팥빵대연점,1194000,6,1
201601,부산,03000007,S48201,기업(개인사업자),"식품 도,소매업",(주)오뚜기,1321000,1,1
201601,부산,03000007,S48201,단체,기타,남구청(주민지원과),2775000,2,1
201601,부산,03000007,S48201,기업(개인사업자),"식품 도,소매업",대원푸드서비스,2106600,2,1
201601,부산,03000007,S48201,단체,기타,나눔재단,300000,1,1
201601,부산,03000007,S48201,기업(개인사업자),"식품 도,소매업",오뜨베이커리,400000,4,1
201601,부산,03000001,S49001,기업(개인사업자),"식품 도,소매업",(주)오뚜기,6473681,253,1
201601,부산,03000001,S49001,기업(개인사업자),기타,롯데삼동복지재단,5000200,9,1
201601,부산,03000001,S49001,개인,기타,개인기부자,5928200,5,1
201601,부산,03000001,S49001,기업(개인사업자),"식품 도,소매업",진보상사(오뚜기),148158,34,1
201601,부산,03000001,S49001,기업(개인사업자),"식품제조,가공업",다은상사,2450437,66,1
201601,부산,03000010,S50101,기업(개인사업자),"식품제조,가공업",(주)오뚜기,355020,19,1
201601,부산,03000010,S50101,단체,기타,사하구청,6240000,1,1
201601,부산,03000010,S50101,기업(개인사업자),"식품 도,소매업",부산우유암남대리점,40000,1,1
201601,부산,03000010,S50101,단체,기타,두송종합사회복지관,360000,2,1
201601,부산,03000010,S50101,기업(개인사업자),"즉석판매,제조가공업",파리바게트(다대삼환),2823400,20,1
201601,부산,03000010,S50101,기업(개인사업자),"식품제조,가공업",선우어묵,356000,2,1
201601,부산,03000010,S50101,기업(개인사업자),"식품제조,가공업",등대식품,350000,1,1
201601,부산,03000010,S50101,개인,일반가정,개인기부자,1125300,11,5
201601,부산,03000010,S50101,기업(개인사업자),"식품 도,소매업",다은상사,191260,19,1
201601,부산,03000005,S50701,기업(개인사업자),"식품제조,가공업",오뚜기,9238755,550,1
201601,부산,03000005,S50701,기업(개인사업자),기타,인사랑,2952727,3,1
201601,부산,03000005,S50701,기업(개인사업자),"식품제조,가공업",던킨도너츠 가야홈플러스,1605500,1,1
201601,부산,03000005,S50701,기업(개인사업자),"식품제조,가공업",롯데삼동복지재단,4999800,10,1
201601,부산,03000011,S51401,기업(개인사업자),기타,구서2동주민센터,140000,1,1
201601,부산,03000011,S51401,기업(개인사업자),"식품제조,가공업",파리바게뜨 부산대점,502500,12,1
201601,부산,03000011,S51401,기업(개인사업자),"즉석판매,제조가공업",빵장수 단팥빵구서점,986000,11,1
201601,부산,03000011,S51401,기업(개인사업자),"즉석판매,제조가공업",윤하섭베이커리,931900,15,1
201601,부산,03000011,S51401,개인,기타,개인기부자,45000,1,1
201601,부산,03000011,S51401,개인,일반가정,개인기부자,97500,2,1
201601,부산,03000011,S51401,기업(개인사업자),"즉석판매,제조가공업",프레제구서점,136900,4,1
201601,부산,03000011,S51401,기업(개인사업자),"식품 도,소매업",(주)드림컴퍼니,10000000,1,1
201601,부산,03000011,S51401,기업(개인사업자),기타,커브스구서클럽,623940,33,1
201601,부산,03000004,S51501,기업(개인사업자),"즉석판매,제조가공업",(주)오뚜기,2194282,81,1
201601,부산,03000004,S51501,개인,기타,개인기부자,880000,3,1
201601,부산,03000004,S51501,개인,"식품제조,가공업",개인기부자,14660,1,1
201601,부산,03000004,S51501,단체,기타,영도구청(주)농협중앙회,980000,1,1
201601,부산,03000004,S51501,기업(개인사업자),"즉석판매,제조가공업",진보상사,196603,27,1
201601,부산,03000004,S51501,단체,기타,새마을금고,500000,1,1
201601,부산,03000015,S51601,기업(개인사업자),기타,한솔메딕스,1280000,1,1
201601,부산,03000015,S51601,개인,기타,개인기부자,0,2,1
201601,부산,03000015,S51601,기업(개인사업자),"식품제조,가공업",(주)대흥장유양조장,6180000,3,1
201601,부산,03000015,S51601,기업(개인사업자),"식품제조,가공업",KSD나눔재단,7600000,1,1
201601,부산,03000015,S51601,기업(개인사업자),"식품제조,가공업",강춘옥,1026000,1,1
201601,부산,03000015,S51601,기업(개인사업자),"식품제조,가공업",디지털대학,2500000,1,1
201601,부산,03000015,S51601,기업(개인사업자),"식품제조,가공업",로그샵,13198000,1,1
201601,부산,03000015,S51601,기업(개인사업자),"식품제조,가공업",부산새벽시장,100000,1,1
201601,부산,03000015,S51601,기업(개인사업자),"식품제조,가공업",항도청과(주),132000,1,1
201601,부산,03000015,S51601,기업(개인사업자),기타,부산사상우체국,1008000,1,1
201601,부산,03000015,S51601,기업(개인사업자),기타,애플아울렛,4000000,1,1
201601,부산,03000014,S58201,기업(개인사업자),"식품제조,가공업",파리바게뜨,1654600,24,1
201601,부산,03000014,S58201,기업(개인사업자),"식품 도,소매업",롯데제과(주),42279782,1,1
201601,부산,03000014,S58201,개인,"식품 도,소매업",개인기부자,1075000,1,1
201601,부산,03000011,S59201,기업(개인사업자),"식품 도,소매업",녹우원축산,280000,4,1
201601,부산,03000011,S59201,기업(개인사업자),"식품 도,소매업",동부청과사사,2357000,2,1
201601,부산,03000011,S59201,기업(개인사업자),"식품 도,소매업",장수식품,400000,2,1
201602,부산,03000013,S02501,기업(개인사업자),"식품제조,가공업",코스마미,2900000,1,1
201602,부산,03000013,S02501,기업(개인사업자),"식품제조,가공업",팔구어묵,34000,3,1
201602,부산,03000013,S02501,기업(개인사업자),"식품 도,소매업",코카콜라음료 주식회사,50257156,1,1
201602,부산,03000013,S02501,기업(개인사업자),"즉석판매,제조가공업",비알코리아(던킨도너츠 김해공장),16630167,2,1
201602,부산,03000013,S02501,기업(개인사업자),"즉석판매,제조가공업",파리바게뜨(서면태화점),6821100,2,1
201602,부산,03000013,S02501,기업(개인사업자),"즉석판매,제조가공업",파리크라상(주) 연산베이킹,18359000,2,1
201602,부산,03000013,S02501,기업(개인사업자),"즉석판매,제조가공업",파리크라상(주)범일베이킹B/C,22239920,2,1
201602,부산,03000013,S02501,기업(개인사업자),"즉석판매,제조가공업",파리크라상(주)범일베이킹T/C,3108000,2,1
201602,부산,03000013,S02501,기업(개인사업자),"식품 도,소매업",(주)전주특산유통,11620000,3,1
201602,부산,03000013,S02501,기업(개인사업자),"식품제조,가공업",아태물류,10000000,3,1
201602,부산,03000013,S02501,기업(개인사업자),"식품제조,가공업",빵장수 단팥빵(연제시청점),2448000,13,1
201602,부산,03000013,S02501,기업(개인사업자),"식품제조,가공업",DH SEAFOOD(주),5400000,1,1
201602,부산,03000013,S02501,기업(개인사업자),"식품 도,소매업",(주)황금밭유통,4015000,2,1
201602,부산,03000013,S02501,기업(개인사업자),"식품 도,소매업",경복유통,16948800,1,1
201602,부산,03000013,S02501,기업(개인사업자),"식품 도,소매업",고고커피,2044350,2,1
201602,부산,03000013,S02501,기업(개인사업자),"식품 도,소매업",부평통상,1597000,6,1
201602,부산,03000013,S02501,기업(개인사업자),"식품 도,소매업",이마트트레이더스 서면점,1219460,4,1
201602,부산,03000013,S02501,기업(개인사업자),"식품 도,소매업",주)코스트코코리아,26266950,2,1
201602,부산,03000001,S02601,기업(개인사업자),"즉석판매,제조가공업",파리바게뜨 대청점,1289910,27,1
